timestamp,gsr_z,hr_bpm
0,3.5897,100.5
1000,3.4795,91.64
2000,3.1288,101.59
3000,3.9818,98.55
4000,4.1503,95.08
5000,4.7621,92.7
6000,7.6517,85.9
7000,7.8518,100.15
8000,7.778,94.97
9000,7.7725,88.61
10000,7.7646,90.23
11000,7.7995,95.56
12000,7.798,101.08
13000,7.8367,107.91
14000,6.0848,106.54
15000,7.4847,107.38
16000,7.812,107.87
17000,7.8225,107.8
18000,7.8216,98.36
19000,7.7834,95.54
20000,7.7754,93.39
21000,7.7664,105.93
22000,7.844,96.21
23000,7.7622,96.47
24000,7.798,98.13
25000,7.7893,105.17
26000,7.7634,104.78
27000,7.8294,100.69
28000,7.8123,93.15
29000,7.7417,104.42
