timestamp,gsr_z,hr_bpm
0,2.9751,84.15
1000,2.2908,79.7
2000,4.0807,86.85
3000,4.9698,89.49
4000,7.7819,92.02
5000,7.7741,90.7
6000,7.3745,97.03
7000,7.7197,90.32
8000,7.8306,88.9
9000,7.7935,91.67
10000,7.7913,94.19
11000,7.2493,95.74
12000,7.8347,97.0
13000,7.5652,94.05
14000,7.7686,87.74
15000,7.7795,84.52
16000,7.7859,79.19
17000,7.7477,78.5
18000,7.7967,82.94
19000,7.7139,78.32
20000,7.808,78.35
21000,7.8227,83.07
22000,7.7685,86.22
23000,7.7728,90.11
24000,7.8296,85.32
25000,7.8753,92.29
26000,7.7728,89.25
27000,7.7863,91.37
28000,7.7953,93.87
29000,7.8101,89.08
