timestamp,gsr_z,hr_bpm
0,5.2419,106.58
1000,7.8237,95.3
2000,7.7946,107.74
3000,7.7665,98.7
4000,7.7671,102.35
5000,7.7705,89.76
6000,6.6526,87.8
7000,7.6013,89.42
8000,7.5708,102.9
9000,6.7123,98.93
10000,7.7783,102.47
11000,6.808,102.43
12000,6.677,106.61
13000,7.4589,100.95
14000,7.0066,102.21
15000,6.9957,104.0
16000,6.6664,107.6
17000,7.7644,101.96
18000,7.8305,101.07
19000,7.762,98.78
20000,7.4078,100.5
21000,7.8332,93.54
22000,7.0481,98.78
23000,5.9264,100.0
24000,6.2367,105.73
25000,4.6218,105.17
26000,3.2396,101.47
27000,4.3177,92.54
28000,6.4635,101.44
29000,6.0189,107.21
