timestamp,gsr_z,hr_bpm
0,2.3049,83.04
1000,3.5737,85.24
2000,4.5693,86.69
3000,5.1696,79.12
4000,5.685,85.14
5000,6.037,90.01
6000,4.2201,88.83
7000,5.8041,87.85
8000,7.7941,83.13
9000,7.8341,78.11
10000,7.7915,77.38
11000,7.8325,84.57
12000,7.6589,84.32
13000,6.8059,96.13
14000,7.8035,91.46
15000,7.8153,92.61
16000,7.7079,87.33
17000,6.5948,86.32
18000,5.793,85.59
19000,5.1809,78.04
20000,4.3198,86.05
21000,4.2408,91.49
22000,5.3882,81.31
23000,4.9444,78.44
24000,5.0526,78.85
25000,4.2033,80.59
26000,4.4155,84.8
27000,3.3504,78.14
28000,3.2954,82.48
29000,3.9605,80.66
