timestamp,gsr_z,hr_bpm
0,2.5424,85.26
1000,2.7768,78.7
2000,2.8368,82.81
3000,2.8138,81.3
4000,4.0131,77.64
5000,4.1296,82.85
6000,3.1805,79.39
7000,3.422,90.65
8000,4.9731,89.75
9000,7.7094,83.47
10000,7.8058,77.88
11000,7.8258,78.02
12000,7.7672,87.28
13000,7.0862,92.24
14000,6.8201,88.77
15000,7.2426,83.63
16000,6.8334,78.77
17000,6.0472,80.76
18000,6.1942,82.48
19000,6.568,87.85
20000,5.6578,78.61
21000,5.8258,79.25
22000,7.7708,82.86
23000,7.8082,79.55
24000,7.822,78.62
25000,7.7886,78.94
26000,7.8274,78.15
27000,7.7888,78.02
28000,7.7686,80.73
29000,7.7735,87.98
