timestamp,gsr_z,hr_bpm
0,4.0703,85.69
1000,4.5566,89.0
2000,3.9366,90.36
3000,4.3907,95.05
4000,3.889,99.72
5000,4.4954,96.6
6000,5.2543,93.85
7000,5.412,99.46
8000,5.9308,97.49
9000,3.8807,90.53
10000,3.6804,85.77
11000,2.9112,78.45
12000,2.367,79.84
13000,2.3779,77.41
14000,3.2179,79.03
15000,2.5511,83.36
16000,2.092,91.19
17000,4.0224,88.6
18000,5.2751,89.83
19000,5.0386,93.38
20000,5.7984,89.55
21000,6.5884,94.64
22000,7.7892,99.38
23000,7.2672,100.29
24000,6.9421,104.47
25000,5.2294,103.89
26000,4.0807,104.86
27000,2.4797,94.49
28000,2.2247,83.21
29000,2.2187,95.01
