timestamp,gsr_z,hr_bpm
0,6.7385,78.22
1000,7.8114,87.56
2000,7.7818,89.47
3000,7.7909,84.31
4000,7.7632,88.29
5000,7.3689,84.32
6000,7.1011,81.62
7000,7.3168,86.35
8000,7.8237,85.6
9000,7.8008,88.2
10000,7.7969,85.57
11000,7.7961,83.73
12000,7.8025,79.2
13000,7.7699,78.6
14000,7.8133,78.19
15000,7.7422,83.19
16000,7.8325,81.53
17000,7.8641,80.55
18000,7.804,78.29
19000,7.8575,78.29
20000,7.2865,78.19
21000,7.7752,77.94
22000,7.8245,78.12
23000,7.8368,79.42
24000,7.7885,87.7
25000,7.8204,89.42
26000,7.8121,86.54
27000,7.8043,90.0
28000,7.8205,88.1
29000,7.7955,85.21
