timestamp,gsr_z,hr_bpm
0,5.0847,90.39
1000,5.6447,89.98
2000,4.5753,89.17
3000,2.4127,84.13
4000,2.1621,78.76
5000,3.3207,78.3
6000,5.2968,92.12
7000,5.1654,90.09
8000,5.0259,84.62
9000,7.2647,86.86
10000,7.8348,78.53
11000,7.7585,85.22
12000,7.3581,88.16
13000,7.4208,81.64
14000,6.1881,84.06
15000,6.423,83.29
16000,5.1332,85.92
17000,4.0678,84.55
18000,3.4449,79.87
19000,2.1959,86.89
20000,2.1696,78.44
21000,2.2163,84.7
22000,2.1895,89.67
23000,2.2499,84.72
24000,2.9415,78.62
25000,2.6465,80.64
26000,3.2964,83.7
27000,2.7177,79.95
28000,2.811,81.97
29000,2.2029,78.67
