timestamp,gsr_z,hr_bpm
0,5.2121,104.05
1000,6.2602,97.76
2000,6.7862,99.51
3000,6.9695,103.75
4000,7.1785,99.45
5000,6.1076,91.77
6000,6.3856,100.42
7000,5.816,86.19
8000,6.2944,92.54
9000,6.3187,101.51
10000,5.3122,102.67
11000,6.3389,98.86
12000,5.9287,106.51
13000,5.9581,106.7
14000,6.7047,107.93
15000,7.1436,107.02
16000,7.8172,99.38
17000,7.8123,96.7
18000,7.82,98.22
19000,7.7961,100.39
20000,7.7664,94.05
21000,7.827,101.5
22000,7.8112,107.41
23000,7.809,99.77
24000,7.8112,108.47
25000,7.7844,102.79
26000,7.7739,91.33
27000,7.8544,95.01
28000,7.7617,94.1
29000,7.7454,91.11
