timestamp,gsr_z,hr_bpm
0,3.6025,94.11
1000,3.416,89.79
2000,5.437,93.28
3000,7.7926,86.87
4000,7.8158,80.42
5000,7.8035,83.84
6000,7.5675,81.87
7000,7.7745,83.9
8000,7.7528,80.16
9000,7.5391,78.16
10000,6.5772,80.18
11000,6.7253,83.69
12000,7.7175,82.48
13000,7.5403,79.07
14000,7.7517,78.42
15000,7.588,83.21
16000,7.8366,82.49
17000,7.7071,80.96
18000,7.7943,78.75
19000,7.8171,78.15
20000,6.8508,81.33
21000,6.6592,78.67
22000,5.1446,79.38
23000,7.1034,81.36
24000,7.3154,81.78
25000,6.896,77.66
26000,6.673,79.3
27000,6.831,77.66
28000,6.4611,89.75
29000,6.5942,87.09
