timestamp,gsr_z,hr_bpm
0,4.0822,77.97
1000,4.3771,78.35
2000,4.5142,78.35
3000,4.7583,85.94
4000,3.8645,92.84
5000,3.3303,101.61
6000,3.7167,105.08
7000,3.9195,94.46
8000,3.6314,94.03
9000,3.5339,87.87
10000,4.0538,88.44
11000,5.3928,86.76
12000,7.104,95.51
13000,7.7721,99.66
14000,7.8099,102.0
15000,7.8739,103.28
16000,7.7893,103.28
17000,7.5902,100.99
18000,7.8274,99.61
19000,7.028,88.6
20000,6.4713,94.22
21000,7.8324,80.95
22000,7.8073,99.47
23000,7.3743,99.62
24000,7.0743,95.18
25000,5.5854,101.68
26000,7.658,107.88
27000,7.7591,107.5
28000,7.7914,107.72
29000,7.5674,105.87
