timestamp,gsr_z,hr_bpm
0,7.076,102.16
1000,7.3672,100.09
2000,6.8651,93.81
3000,6.292,97.17
4000,7.7727,100.35
5000,7.8018,98.39
6000,7.7993,95.06
7000,7.8025,97.62
8000,7.7976,98.24
9000,7.8028,101.3
10000,7.7593,89.48
11000,7.804,87.14
12000,7.8501,93.7
13000,7.7783,82.68
14000,7.2416,88.09
15000,7.8007,98.18
16000,7.7591,97.84
17000,7.8301,102.27
18000,7.8369,101.8
19000,7.0679,99.51
20000,7.8028,99.78
21000,7.7837,96.88
22000,7.8751,96.77
23000,7.8514,99.46
24000,7.7731,92.88
25000,7.8251,91.26
26000,7.8119,90.28
27000,7.8459,94.46
28000,7.8136,101.58
29000,7.8063,100.64
