timestamp,gsr_z,hr_bpm
0,6.0403,95.22
1000,4.319,100.2
2000,3.8717,100.16
3000,3.301,105.43
4000,4.194,89.22
5000,4.7635,99.35
6000,5.2091,94.23
7000,5.693,88.75
8000,5.742,96.32
9000,7.4995,94.73
10000,6.1663,91.15
11000,7.7872,83.27
12000,7.841,84.67
13000,7.2527,90.94
14000,6.3937,92.92
15000,6.0657,93.81
16000,5.0611,89.84
17000,5.0524,94.57
18000,3.0835,92.14
19000,2.7981,82.18
20000,4.3202,80.66
21000,4.6199,87.79
22000,4.6657,93.31
23000,5.0462,93.9
24000,5.3749,92.98
25000,6.5656,78.58
26000,7.8565,95.61
27000,7.8154,97.57
28000,7.1058,103.8
29000,6.6094,103.69
