timestamp,gsr_z,hr_bpm
0,3.7888,79.7
1000,6.1919,86.14
2000,7.7881,91.89
3000,7.7664,85.61
4000,7.8091,87.07
5000,7.8212,87.58
6000,7.7283,79.17
7000,7.8083,85.52
8000,7.7979,82.84
9000,5.7601,85.95
10000,5.5536,95.63
11000,5.7374,95.36
12000,5.6012,90.0
13000,6.4601,93.11
14000,6.7978,86.1
15000,6.9866,87.42
16000,6.6403,97.17
17000,5.9253,101.07
18000,7.0793,100.53
19000,7.8426,107.79
20000,5.9014,107.69
21000,5.0024,106.87
22000,4.9738,108.77
23000,4.2743,101.67
24000,4.5671,95.33
25000,2.6588,96.68
26000,2.2207,103.58
27000,2.2241,97.31
28000,2.2016,85.45
29000,3.8325,93.78
