timestamp,gsr_z,hr_bpm
0,3.493,86.32
1000,3.8968,89.64
2000,4.7341,90.46
3000,4.7237,86.12
4000,4.7451,80.44
5000,5.3468,78.67
6000,5.6252,89.6
7000,5.5299,93.77
8000,5.3911,92.38
9000,5.195,101.36
10000,6.199,92.64
11000,6.0733,95.11
12000,4.8607,79.13
13000,5.2282,82.59
14000,4.5717,86.57
15000,3.282,89.55
16000,2.7074,86.99
17000,2.7419,88.33
18000,3.2539,82.94
19000,6.798,88.61
20000,7.1186,86.56
21000,7.3409,89.85
22000,6.3531,78.43
23000,6.1223,94.38
24000,5.3517,91.34
25000,4.4141,88.53
26000,3.9461,90.33
27000,3.8008,91.53
28000,4.4839,87.91
29000,4.8766,93.55
