timestamp,gsr_z,hr_bpm
0,4.1922,103.62
1000,4.2638,103.41
2000,4.48,103.17
3000,3.7986,100.61
4000,3.5269,103.62
5000,3.8191,101.29
6000,3.2619,104.8
7000,3.7484,103.14
8000,3.4811,97.69
9000,4.0019,90.29
10000,3.51,101.5
11000,3.5774,101.09
12000,2.8591,107.43
13000,2.1789,101.58
14000,2.5523,101.57
15000,4.6932,99.18
16000,5.6149,98.36
17000,5.2403,97.34
18000,4.619,105.07
19000,3.7241,108.16
20000,2.8551,99.06
21000,2.2925,93.27
22000,3.0947,95.81
23000,5.1664,103.54
24000,6.68,102.1
25000,7.835,100.78
26000,7.8254,103.72
27000,7.8367,100.95
28000,7.0877,100.66
29000,6.0024,102.83
