timestamp,gsr_z,hr_bpm
0,5.2826,86.27
1000,5.7196,88.14
2000,5.2171,90.45
3000,7.6754,81.67
4000,7.7871,89.34
5000,7.8065,88.32
6000,7.8003,90.0
7000,7.8376,84.29
8000,7.5747,84.48
9000,7.8283,84.27
10000,7.7926,85.81
11000,6.1882,93.14
12000,6.0239,101.47
13000,6.5822,102.48
14000,6.955,95.95
15000,6.3968,91.45
16000,6.7241,92.6
17000,7.594,92.07
18000,7.8494,79.5
19000,7.8219,82.56
20000,7.7404,84.08
21000,7.8061,89.49
22000,7.7701,81.73
23000,6.9777,79.27
24000,6.7164,83.2
25000,7.8081,90.61
26000,7.812,101.45
27000,7.7802,101.92
28000,7.8055,102.53
29000,7.7684,100.57
