timestamp,gsr_z,hr_bpm
0,4.8716,90.34
1000,4.5299,95.66
2000,4.3012,100.49
3000,4.1165,94.86
4000,4.5744,93.64
5000,4.2184,95.61
6000,4.7763,101.73
7000,5.6636,93.91
8000,6.0412,93.91
9000,6.6125,91.0
10000,7.8357,94.0
11000,7.798,92.95
12000,7.764,94.57
13000,7.7738,90.87
14000,7.7996,95.4
15000,7.8443,92.23
16000,6.2832,87.83
17000,7.8237,86.68
18000,7.7991,92.33
19000,7.8114,99.18
20000,7.8064,86.62
21000,7.8013,80.17
22000,7.8442,80.16
23000,7.7707,86.44
24000,7.7634,88.24
25000,7.0896,97.84
26000,7.8054,85.26
27000,7.7826,85.3
28000,7.8219,89.52
29000,7.7417,85.21
