timestamp,gsr_z,hr_bpm
0,4.6522,99.21
1000,4.1755,102.26
2000,4.2091,107.81
3000,4.6154,106.97
4000,5.1556,106.88
5000,5.4343,108.02
6000,6.1264,107.75
7000,5.8106,107.65
8000,5.3672,99.29
9000,5.5824,90.37
10000,5.1953,92.04
11000,4.251,98.46
12000,5.7708,98.81
13000,7.181,100.26
14000,7.4428,98.86
15000,7.2748,101.61
16000,7.7765,102.37
17000,7.8725,97.32
18000,7.7796,98.04
19000,7.5212,101.65
20000,7.7493,101.97
21000,7.842,103.41
22000,7.8177,98.27
23000,7.8323,90.2
24000,7.8481,99.23
25000,7.7596,101.33
26000,7.7972,101.68
27000,7.7899,89.96
28000,7.8188,95.31
29000,7.8393,97.38
