timestamp,gsr_z,hr_bpm
0,6.7543,86.61
1000,6.0036,86.52
2000,5.6308,87.56
3000,5.7369,93.2
4000,5.6439,94.85
5000,5.3129,101.52
6000,7.5267,105.21
7000,7.816,96.2
8000,7.7909,96.1
9000,7.7751,101.73
10000,7.7662,90.69
11000,7.8039,89.56
12000,7.7805,86.56
13000,7.7254,92.38
14000,7.8214,92.12
15000,7.7679,94.83
16000,7.6579,99.13
17000,7.3862,100.56
18000,7.8082,105.25
19000,7.7635,107.57
20000,7.8342,98.17
21000,7.799,90.67
22000,7.7829,92.54
23000,7.8415,95.89
24000,7.7903,84.48
25000,7.845,91.38
26000,7.7951,92.5
27000,7.765,94.13
28000,7.789,99.93
29000,7.7592,93.99
