timestamp,gsr_z,hr_bpm
0,5.7298,99.45
1000,6.3486,94.69
2000,5.047,95.27
3000,4.9439,102.27
4000,5.0881,104.0
5000,5.4114,99.35
6000,4.895,90.37
7000,5.0289,94.6
8000,7.6956,104.91
9000,7.2449,99.93
10000,6.8399,99.26
11000,5.2491,94.54
12000,5.5303,99.12
13000,5.713,104.72
14000,7.5003,107.7
15000,7.7461,107.63
16000,7.4927,102.79
17000,6.5474,100.44
18000,5.8921,95.77
19000,4.2181,95.96
20000,3.6949,98.81
21000,5.8008,99.65
22000,5.6508,102.26
23000,5.2052,108.41
24000,4.6034,108.21
25000,6.8287,107.44
26000,7.3279,108.09
27000,6.8694,102.12
28000,7.1184,99.86
29000,7.801,102.7
