timestamp,gsr_z,hr_bpm
0,3.5089,90.31
1000,4.3049,82.42
2000,6.0567,82.25
3000,6.1952,92.28
4000,7.2393,89.4
5000,7.7992,91.82
6000,6.6109,93.0
7000,7.7904,90.16
8000,7.8003,81.26
9000,7.8025,81.01
10000,7.8045,79.37
11000,7.79,90.66
12000,7.8483,83.21
13000,7.8416,93.8
14000,7.8041,95.14
15000,7.8497,101.2
16000,7.7843,101.56
17000,7.8014,103.92
18000,7.7706,101.68
19000,7.7692,100.74
20000,7.773,98.04
21000,7.7705,101.35
22000,7.7389,99.38
23000,7.7825,107.49
24000,7.8531,107.37
25000,7.8243,107.66
26000,6.8615,108.13
27000,7.7855,98.05
28000,7.7645,95.02
29000,7.8589,93.31
