timestamp,gsr_z,hr_bpm
0,3.2331,87.16
1000,3.8527,90.8
2000,4.1061,89.72
3000,4.9899,87.8
4000,4.0264,92.97
5000,5.195,85.96
6000,5.6345,93.93
7000,6.8611,86.64
8000,6.1175,91.39
9000,5.0583,83.21
10000,5.2269,77.9
11000,4.6497,81.42
12000,5.9614,88.34
13000,6.3622,92.12
14000,4.6209,93.89
15000,4.88,97.69
16000,4.7021,93.95
17000,6.0553,91.65
18000,6.3427,86.79
19000,7.609,91.0
20000,7.8216,93.37
21000,7.7502,100.3
22000,7.7905,95.21
23000,7.7861,82.34
24000,7.8135,78.55
25000,7.7915,91.71
26000,6.426,87.96
27000,7.809,99.93
28000,7.8289,94.32
29000,7.8028,102.24
