timestamp,gsr_z,hr_bpm
0,3.568,93.56
1000,4.29,93.15
2000,5.834,96.7
3000,6.7045,96.28
4000,7.6573,96.81
5000,6.7087,95.24
6000,6.6446,90.97
7000,6.8319,94.95
8000,7.5808,88.75
9000,6.7292,87.79
10000,7.8371,81.78
11000,7.8143,82.93
12000,7.845,77.35
13000,7.8108,81.68
14000,7.8091,87.14
15000,7.7854,84.74
16000,7.8283,79.96
17000,7.8186,87.54
18000,7.7474,89.71
19000,7.8088,87.36
20000,7.8433,77.91
21000,7.7906,82.14
22000,7.8168,77.99
23000,7.8312,85.98
24000,7.738,87.31
25000,7.7795,86.53
26000,7.8061,82.05
27000,7.847,87.58
28000,7.7963,88.08
29000,7.7857,82.56
