timestamp,gsr_z,hr_bpm
0,4.7859,81.13
1000,5.5277,80.39
2000,6.2113,84.18
3000,7.7814,82.99
4000,7.7653,78.24
5000,7.8499,77.54
6000,7.7918,78.97
7000,7.7989,83.19
8000,7.7689,85.75
9000,7.8101,79.92
10000,7.7955,87.85
11000,7.7964,78.52
12000,7.8198,85.66
13000,7.7759,77.84
14000,7.8318,77.96
15000,7.7669,79.83
16000,7.8152,87.28
17000,7.2511,84.87
18000,6.7191,77.76
19000,6.1575,78.49
20000,5.6611,78.34
21000,3.7152,82.64
22000,3.974,82.06
23000,3.1296,78.49
24000,2.9027,79.61
25000,2.1923,83.09
26000,2.6006,94.89
27000,2.2065,87.59
28000,2.1809,78.19
29000,2.1238,83.02
