timestamp,gsr_z,hr_bpm
0,5.1084,85.25
1000,4.8557,86.56
2000,4.0347,82.26
3000,3.9536,81.97
4000,4.6248,86.08
5000,4.8507,86.34
6000,4.5868,85.71
7000,4.734,87.26
8000,6.3186,85.91
9000,5.8398,78.93
10000,5.8777,84.98
11000,5.4072,82.13
12000,4.8509,96.77
13000,4.7502,94.88
14000,6.2567,93.27
15000,7.5674,90.29
16000,7.8029,95.42
17000,7.8318,96.52
18000,7.8746,99.86
19000,7.7718,97.79
20000,7.7997,87.85
21000,7.8071,90.77
22000,7.8045,88.39
23000,7.8167,82.33
24000,7.8396,86.1
25000,7.7903,83.17
26000,7.7741,87.93
27000,7.832,82.23
28000,7.7902,79.85
29000,7.8327,88.16
