timestamp,gsr_z,hr_bpm
0,4.815,86.14
1000,3.9056,87.07
2000,3.9044,88.86
3000,3.3682,91.05
4000,3.9935,86.23
5000,4.8157,81.17
6000,6.6191,83.2
7000,7.8132,86.43
8000,7.4511,88.61
9000,6.5628,96.85
10000,7.3781,96.43
11000,6.8337,90.25
12000,6.6245,87.83
13000,6.6786,91.63
14000,7.8087,100.44
15000,7.8379,100.39
16000,7.8147,98.61
17000,7.8204,98.52
18000,7.8642,103.51
19000,7.8226,102.32
20000,7.6809,107.13
21000,7.656,98.27
22000,7.7774,101.15
23000,6.4382,96.89
24000,5.8423,96.34
25000,4.5753,92.31
26000,5.1158,97.94
27000,4.9186,95.35
28000,4.3286,100.6
29000,5.8202,104.64
