timestamp,gsr_z,hr_bpm
0,4.6367,89.13
1000,4.2107,89.93
2000,4.9145,89.83
3000,4.4994,92.07
4000,4.8238,88.32
5000,6.145,87.15
6000,6.6058,81.14
7000,7.8117,78.88
8000,6.5531,81.16
9000,6.7159,86.51
10000,7.8273,85.15
11000,7.8186,77.79
12000,7.1184,78.84
13000,7.7876,80.61
14000,7.803,88.35
15000,7.8006,81.81
16000,7.8061,78.12
17000,7.8143,78.67
18000,7.8066,78.21
19000,7.8126,78.22
20000,7.7651,87.49
21000,7.7824,84.03
22000,7.7946,81.29
23000,7.8015,78.49
24000,7.7929,82.89
25000,7.8351,79.7
26000,7.7991,80.37
27000,7.8024,80.69
28000,7.7944,86.57
29000,7.8663,86.12
