timestamp,gsr_z,hr_bpm
0,5.4468,91.96
1000,4.8659,80.86
2000,4.4496,77.81
3000,4.8462,80.16
4000,3.751,87.26
5000,4.2729,85.61
6000,4.3116,78.15
7000,6.3358,78.32
8000,7.2839,78.31
9000,6.7027,88.87
10000,6.911,84.86
11000,6.3082,78.43
12000,7.0708,79.8
13000,7.4787,78.09
14000,6.6477,78.3
15000,4.7746,78.17
16000,5.379,82.04
17000,3.7144,88.82
18000,4.2516,93.83
19000,5.0642,93.62
20000,4.3983,91.98
21000,5.506,85.17
22000,4.9322,86.23
23000,4.4029,79.46
24000,4.501,78.49
25000,4.3084,77.93
26000,3.2834,77.79
27000,3.8744,81.2
28000,4.6662,78.28
29000,5.6417,78.31
