timestamp,gsr_z,hr_bpm
0,5.3355,78.03
1000,7.1237,80.04
2000,7.8025,80.22
3000,6.8721,79.03
4000,6.9426,80.79
5000,6.5389,81.67
6000,5.4329,88.91
7000,5.2369,87.99
8000,7.0564,91.38
9000,6.8314,95.04
10000,7.7507,88.15
11000,7.8027,84.32
12000,7.7741,78.85
13000,7.7592,77.72
14000,7.7832,78.81
15000,7.4389,79.02
16000,6.0433,87.83
17000,5.1651,90.05
18000,5.0708,81.86
19000,6.1474,78.16
20000,6.1218,78.04
21000,6.6551,79.09
22000,6.018,84.89
23000,6.5372,89.82
24000,7.7692,82.48
25000,7.7161,77.92
26000,7.8173,82.9
27000,6.3622,95.27
28000,5.9421,91.69
29000,3.1824,94.59
